"participantID","age","female","nonChinese","sesInc","sesLad","day","itemDisc1","itemDisc2","itemDisc3","itemDisc4","itemDisc5","itemDisc6","itemDisc7","itemDisc8","itemDisc9","itemDayCogFail01","itemDayCogFail02","itemDayCogFail03","itemDayCogFail04","itemDayCogFail05","itemDayCogFail06","itemDayCogFail07","itemDayCogFail08","itemDayCogFail09","itemDayCogFail10","itemDayCogFail11","itemDayCogFail12","itemDayCogFail13","itemDayStressorArgue","itemDayStressorAvoid","itemDayStressorWork","itemDayStressorHome","itemDayStressorDiscrimination","itemDayStressorNetwork","itemDayStressorOther"
"DISC-CF-2001",22,1,0,2,7,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2001",22,1,0,2,7,2,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"DISC-CF-2001",22,1,0,2,7,3,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2001",22,1,0,2,7,4,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2001",22,1,0,2,7,5,1,1,1,1,1,1,2,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2001",22,1,0,2,7,6,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2001",22,1,0,2,7,7,1,1,1,1,1,1,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2002",21,1,0,4,10,1,1,1,1,2,1,1,1,1,1,3,1,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2002",21,1,0,4,10,2,1,1,1,2,1,1,1,1,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2002",21,1,0,4,10,3,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
"DISC-CF-2002",21,1,0,4,10,4,1,1,1,2,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2002",21,1,0,4,10,5,1,1,1,2,1,1,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2002",21,1,0,4,10,6,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2002",21,1,0,4,10,7,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2003",23,1,0,1,4,1,1,1,1,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2003",23,1,0,1,4,2,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2003",23,1,0,1,4,3,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2003",23,1,0,1,4,4,1,1,1,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"DISC-CF-2003",23,1,0,1,4,5,1,1,1,1,2,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"DISC-CF-2003",23,1,0,1,4,6,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2003",23,1,0,1,4,7,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2004",23,1,0,2,7,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2004",23,1,0,2,7,2,2,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2004",23,1,0,2,7,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2004",23,1,0,2,7,4,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2004",23,1,0,2,7,5,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2004",23,1,0,2,7,6,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2004",23,1,0,2,7,7,2,1,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2005",23,1,0,2,7,1,1,1,1,2,1,1,1,1,1,3,3,1,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1
"DISC-CF-2005",23,1,0,2,7,2,1,1,1,2,1,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2005",23,1,0,2,7,3,1,1,1,2,1,1,1,1,1,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2005",23,1,0,2,7,4,1,1,1,2,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2005",23,1,0,2,7,5,1,1,1,2,1,1,1,1,1,3,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
"DISC-CF-2005",23,1,0,2,7,6,1,1,1,2,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2005",23,1,0,2,7,7,1,1,1,2,1,1,1,1,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2006",21,1,0,1,7,1,1,1,1,1,2,1,1,1,1,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2006",21,1,0,1,7,2,1,1,1,1,2,1,1,1,1,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
"DISC-CF-2006",21,1,0,1,7,3,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2006",21,1,0,1,7,4,1,1,1,1,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2006",21,1,0,1,7,5,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2006",21,1,0,1,7,6,1,1,1,1,2,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2006",21,1,0,1,7,7,1,1,1,1,2,1,1,1,1,0,3,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2007",24,0,0,4,6,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2007",24,0,0,4,6,2,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DISC-CF-2007",24,0,0,4,6,3,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2007",24,0,0,4,6,4,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2007",24,0,0,4,6,5,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2007",24,0,0,4,6,6,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2007",24,0,0,4,6,7,1,1,1,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2008",21,1,0,1,5,1,1,1,1,2,1,1,1,1,1,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2008",21,1,0,1,5,2,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"DISC-CF-2008",21,1,0,1,5,3,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2008",21,1,0,1,5,4,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2008",21,1,0,1,5,5,1,1,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"DISC-CF-2008",21,1,0,1,5,6,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2008",21,1,0,1,5,7,1,1,1,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2009",23,0,1,3,6,1,1,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2009",23,0,1,3,6,2,1,2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2009",23,0,1,3,6,3,1,2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DISC-CF-2009",23,0,1,3,6,4,1,2,1,1,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2009",23,0,1,3,6,5,1,2,1,1,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2009",23,0,1,3,6,6,1,2,1,1,1,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2009",23,0,1,3,6,7,1,2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2010",22,1,0,4,5,1,1,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2010",22,1,0,4,5,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,2,2,2,0,1,0,0,1,0,0,0,0,0
"DISC-CF-2010",22,1,0,4,5,3,1,2,1,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"DISC-CF-2010",22,1,0,4,5,4,1,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2010",22,1,0,4,5,5,1,2,1,1,1,1,2,1,1,2,2,0,2,1,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0
"DISC-CF-2010",22,1,0,4,5,6,1,2,1,1,1,1,2,1,1,3,3,2,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0
"DISC-CF-2010",22,1,0,4,5,7,1,2,1,1,1,1,2,1,1,2,3,0,2,2,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0
"DISC-CF-2011",23,1,0,3,6,1,2,1,2,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2011",23,1,0,3,6,2,2,1,2,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2011",23,1,0,3,6,3,2,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2011",23,1,0,3,6,4,2,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2011",23,1,0,3,6,5,2,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2011",23,1,0,3,6,6,2,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2011",23,1,0,3,6,7,2,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"DISC-CF-2012",23,0,1,1,9,1,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2012",23,0,1,1,9,2,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DISC-CF-2012",23,0,1,1,9,3,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2012",23,0,1,1,9,4,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
"DISC-CF-2012",23,0,1,1,9,5,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2012",23,0,1,1,9,6,1,1,1,1,2,2,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2012",23,0,1,1,9,7,1,1,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2013",24,1,0,6,6,1,1,1,1,1,1,1,1,1,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2013",24,1,0,6,6,2,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2013",24,1,0,6,6,3,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2013",24,1,0,6,6,4,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2013",24,1,0,6,6,5,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2013",24,1,0,6,6,6,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2013",24,1,0,6,6,7,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2014",23,1,0,6,8,1,1,1,1,1,1,1,1,2,2,1,2,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1
"DISC-CF-2014",23,1,0,6,8,2,1,1,1,1,1,1,1,2,2,2,3,0,0,0,0,0,2,0,0,0,1,1,1,1,0,0,0,0,0
"DISC-CF-2014",23,1,0,6,8,3,1,1,1,1,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"DISC-CF-2014",23,1,0,6,8,4,1,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1
"DISC-CF-2014",23,1,0,6,8,5,1,1,1,1,1,1,1,2,2,1,3,0,1,1,0,1,2,1,0,0,0,0,1,1,1,0,0,0,0
"DISC-CF-2014",23,1,0,6,8,6,1,1,1,1,1,1,1,2,2,1,3,1,0,1,2,1,3,0,0,0,0,2,1,1,0,0,0,0,1
"DISC-CF-2014",23,1,0,6,8,7,1,1,1,1,1,1,1,2,2,0,2,1,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0
"DISC-CF-2015",21,1,0,2,5,1,1,1,1,2,2,1,1,1,1,3,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
"DISC-CF-2015",21,1,0,2,5,2,1,1,1,2,2,1,1,1,1,1,2,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"DISC-CF-2015",21,1,0,2,5,3,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2015",21,1,0,2,5,4,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2015",21,1,0,2,5,5,1,1,1,2,2,1,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2015",21,1,0,2,5,6,1,1,1,2,2,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"DISC-CF-2015",21,1,0,2,5,7,1,1,1,2,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"DISC-CF-2016",21,1,1,2,6,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
"DISC-CF-2016",21,1,1,2,6,2,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2016",21,1,1,2,6,3,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DISC-CF-2016",21,1,1,2,6,4,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2016",21,1,1,2,6,5,1,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
"DISC-CF-2016",21,1,1,2,6,6,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DISC-CF-2016",21,1,1,2,6,7,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DISC-CF-2017",19,1,0,2,4,1,1,1,1,1,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2017",19,1,0,2,4,2,1,1,1,1,1,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISC-CF-2017",19,1,0,2,4,3,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2017",19,1,0,2,4,4,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2017",19,1,0,2,4,5,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2017",19,1,0,2,4,6,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2017",19,1,0,2,4,7,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2018",22,1,0,2,6,1,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"DISC-CF-2018",22,1,0,2,6,2,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2018",22,1,0,2,6,3,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2018",22,1,0,2,6,4,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2018",22,1,0,2,6,5,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2018",22,1,0,2,6,6,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DISC-CF-2018",22,1,0,2,6,7,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2019",20,1,0,5,7,1,1,1,1,2,1,1,2,1,1,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2019",20,1,0,5,7,2,1,1,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISC-CF-2019",20,1,0,5,7,3,1,1,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISC-CF-2019",20,1,0,5,7,4,1,1,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISC-CF-2019",20,1,0,5,7,5,1,1,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISC-CF-2019",20,1,0,5,7,6,1,1,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISC-CF-2019",20,1,0,5,7,7,1,1,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DISC-CF-2020",25,0,0,3,5,1,1,1,1,1,2,1,1,2,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"DISC-CF-2020",25,0,0,3,5,2,1,1,1,1,2,1,1,2,1,3,3,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0
"DISC-CF-2020",25,0,0,3,5,3,1,1,1,1,2,1,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2020",25,0,0,3,5,4,1,1,1,1,2,1,1,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"DISC-CF-2020",25,0,0,3,5,5,1,1,1,1,2,1,1,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"DISC-CF-2020",25,0,0,3,5,6,1,1,1,1,2,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"DISC-CF-2020",25,0,0,3,5,7,1,1,1,1,2,1,1,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"DISC-CF-2021",23,1,0,2,3,1,2,1,1,1,1,1,2,1,1,1,2,1,0,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"DISC-CF-2021",23,1,0,2,3,2,2,1,1,1,1,1,2,1,1,1,3,0,0,0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2021",23,1,0,2,3,3,2,1,1,1,1,1,2,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"DISC-CF-2021",23,1,0,2,3,4,2,1,1,1,1,1,2,1,1,2,3,0,2,2,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0
"DISC-CF-2021",23,1,0,2,3,5,2,1,1,1,1,1,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2021",23,1,0,2,3,6,2,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"DISC-CF-2021",23,1,0,2,3,7,2,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"DISC-CF-2022",22,1,0,2,4,1,1,1,2,1,2,1,1,2,1,2,0,0,0,0,0,0,1,0,3,0,1,1,1,1,0,0,0,0,0
"DISC-CF-2022",22,1,0,2,4,2,1,1,2,1,2,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
"DISC-CF-2022",22,1,0,2,4,3,1,1,2,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2022",22,1,0,2,4,4,1,1,2,1,2,1,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"DISC-CF-2022",22,1,0,2,4,5,1,1,2,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DISC-CF-2022",22,1,0,2,4,6,1,1,2,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2022",22,1,0,2,4,7,1,1,2,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2023",20,1,0,6,7,1,1,1,2,2,1,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DISC-CF-2023",20,1,0,6,7,2,1,1,2,2,1,1,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DISC-CF-2023",20,1,0,6,7,3,1,1,2,2,1,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2023",20,1,0,6,7,4,1,1,2,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DISC-CF-2023",20,1,0,6,7,5,1,1,2,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"DISC-CF-2023",20,1,0,6,7,6,1,1,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2023",20,1,0,6,7,7,1,1,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2024",22,1,0,3,6,1,1,1,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"DISC-CF-2024",22,1,0,3,6,2,1,1,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2024",22,1,0,3,6,3,1,1,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2024",22,1,0,3,6,4,1,1,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DISC-CF-2024",22,1,0,3,6,5,1,1,2,1,2,1,2,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"DISC-CF-2024",22,1,0,3,6,6,1,1,2,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
